abettor	abetter
catholicizing	catholicising
cauldron	caldron
cauldrons	caldrons
causticization	causticisation
causticizations	causticisations
causticize	causticise
causticizer	causticiser
causticizers	causticisers
causticizes	causticises
cauterization	cauterisation
cauterizations	cauterisations
cauterize	cauterise
cauterized	cauterised
cauterizes	cauterises
cauterizing	cauterising
caviar	caviare
caviars	caviares
cavilation	cavillation
caviled	cavilled
caviler	caviller
cavilers	cavillers
caviling	cavilling
cavilings	cavillings
ce	coe
cecally	caecally
cecitis	caecitis
cecitises	caecitises
cecity	caecity
cecostomy	caecostomy
cecotomy	caecotomy
celastraceous	coelastraceous
celestialize	celestialise
celestializes	celestialises
celestine	coelestine
celiac	coeliac
celiacs	coeliacs
celialgia	coelialgia
celiomyalgia	coeliomyalgia
celiorrhea	coeliorrhea
celioscopy	coelioscopy
celiotomy	coeliotomy
celom	coelom
celoma	coeloma
celomata	coelomata
celoms	coeloms
celoscope	coeloscope
cenacle	coenacle
cenaculum	coenaculum
cenesthesia	coenesthesia
cenesthesias	coenesthesias
cenesthesis	coenesthesis
cenobe	coenobe
cenobite	coenobite
cenobites	coenobites
cenobitic	coenobitic
cenobitical	coenobitical
cenobitism	coenobitism
cenobium	coenobium
cenoby	coenoby
cenogenetic	coenogenetic
cenogenetically	caenogenetically
cenosite	coenosite
cenospecies	coenospecies
cenospecific	coenospecific
cenospecifically	coenospecifically
cenozoic	caenozoic
center	centre
centerable	centreable
centerables	centreables
centerboard	centreboard
centerboards	centreboards
centered	centred
centerer	centrer
centerers	centrers
centerfold	centrefold
centerfolds	centrefolds
centering	centring
centerings	centrings
centerless	centreless
centerlesser	centrelesser
centerlessest	centrelessest
centerline	centreline
centerlines	centrelines
centermost	centremost
centerpiece	centrepiece
centerpieces	centrepieces
centers	centres
centigram	centigramme
centigrams	centigrammes
centiliter	centilitre
centiliters	centilitres
centimeter	centimetre
centimeters	centimetres
centralization	centralisation
centralizations	centralisations
centralize	centralise
centralized	centralised
centralizer	centraliser
centralizers	centralisers
centralizes	centralises
centralizing	centralising
centrifugalization	centrifugalisation
centrifugalizations	centrifugalisations
centrifugalize	centrifugalise
centrifugalized	centrifugalised
centrifugalizes	centrifugalises
centrifugalizing	centrifugalising
cephalization	cephalisation
cephalizations	cephalisations
cer	cre
cera	crea
cerat	creat
ceratin	creatin
ceratins	creatins
cere	cree
cerebralization	cerebralisation
cerebralizations	cerebralisations
cerebralize	cerebralise
cerebralizes	cerebralises
ceremonialize	ceremonialise
ceremonializes	ceremonialises
ceres	crees
cerolite	creolite
cerule	caerule
ceruleolactite	coeruleolactite
cesar	caesar
cesious	caesious
cesium	caesium
cesiums	caesiums
cespitose	caespitose
cespitosely	caespitosely
cestus	caestus
cestuses	caestuses
cesural	caesural
cetus	coetus
chaces	chacoes
chalaze	chalazae
chameleonize	chameleonise
chameleonizes	chameleonises
championize	championise
championizes	championises
channeled	channelled
channeler	channeller
channelers	channellers
channeling	channelling
channelization	channelisation
channelizations	channelisations
channelize	channelise
channelized	channelised
channelizes	channelises
channelizing	channelising
chaperon	chaperone
chaperons	chaperones
chaptalization	chaptalisation
chaptalizations	chaptalisations
chaptalize	chaptalise
chaptalized	chaptalised
chaptalizes	chaptalises
chaptalizing	chaptalising
characterizable	characterisable
characterizabler	characterisabler
characterizables	characterisables
characterizablest	characterisablest
characterization	characterisation
characterizations	characterisations
characterize	characterise
characterized	characterised
characterizer	characteriser
characterizers	characterisers
characterizes	characterises
characterizing	characterising
charer	charre
chattelization	chattelisation
chattelizations	chattelisations
chattelize	chattelise
chattelizes	chattelises
checkbook	chequebook
checkbooks	chequebooks
checkerboard	chequerboard
checkerboards	chequerboards
cheerfulize	cheerfulise
cheerfulizes	cheerfulises
cheerly	cherely
chelicere	chelicerae
chemicalization	chemicalisation
chemicalizations	chemicalisations
chemicalize	chemicalise
chemicalizes	chemicalises
chenix	choenix
chenixes	choenixes
chetopod	chaetopod
chiffer	chiffre
childer	childre
chili	chilli
chilies	chillies
chimera	chimaera
chimeras	chimaeras
chimerid	chimaerid
chimerids	chimaerids
chimerism	chimaerism
chimerisms	chimaerisms
chiseled	chiselled
chiseler	chiseller
chiselers	chisellers
chiseling	chiselling
chloranemia	chloranaemia
chloremia	chloraemia
chloridize	chloridise
chloridized	chloridised
chloridizes	chloridises
chloridizing	chloridising
chlorinize	chlorinise
chlorinized	chlorinised
chlorinizes	chlorinises
chlorinizing	chlorinising
chloritization	chloritisation
chloritizations	chloritisations
chloroanemia	chloroanaemia
chloroformization	chloroformisation
chloroformizations	chloroformisations
chloroformize	chloroformise
chloroformizes	chloroformises
chocolaty	chocolatey
cholemia	cholaemia
cholemias	cholaemias
cholophein	cholophaein
chorization	chorisation
chorizations	chorisations
christianization	christianisation
christianizations	christianisations
christianize	christianise
christianized	christianised
christianizer	christianiser
christianizers	christianisers
christianizes	christianises
christianizing	christianising
chromatize	chromatise
chromatizes	chromatises
chromesthesia	chromaesthesia
chromicize	chromicise
chromicizes	chromicises
chromize	chromise
chromized	chromised
chromizes	chromises
chromizing	chromising
chronologize	chronologise
chronologized	chronologised
chronologizes	chronologises
chronologizing	chronologising
cicatricule	cicatriculae
cicatrix	cicatrice
cicatrizant	cicatrisant
cicatrizate	cicatrisate
cicatrization	cicatrisation
cicatrizations	cicatrisations
cicatrize	cicatrise
cicatrized	cicatrised
cicatrizer	cicatriser
cicatrizes	cicatrises
cicatrizing	cicatrising
cimicide	cimicidae
cinchonization	cinchonisation
cinchonizations	cinchonisations
cinchonize	cinchonise
cinchonized	cinchonised
cinchonizes	cinchonises
cinchonizing	cinchonising
cinematize	cinematise
cinter	cintre
cipher	cypher
ciphered	cyphered
ciphering	cyphering
ciphers	cyphers
circularization	circularisation
circularizations	circularisations
circularize	circularise
circularized	circularised
circularizer	circulariser
circularizers	circularisers
circularizes	circularises
circularizing	circularising
circumcenter	circumcentre
circumcenters	circumcentres
circumesophagal	circumoesophagal
cithern	cithren
citherns	cithrens
citizenize	citizenise
citizenized	citizenised
citizenizes	citizenises
citizenizing	citizenising
civilianization	civilianisation
civilianizations	civilianisations
civilianize	civilianise
civilianized	civilianised
civilianizes	civilianises
civilianizing	civilianising
civilizable	civilisable
civilizabler	civilisabler
civilizables	civilisables
civilizablest	civilisablest
civilization	civilisation
civilizational	civilisational
civilizationaler	civilisationaler
civilizationalest	civilisationalest
civilizationals	civilisationals
civilizations	civilisations
civilizatory	civilisatory
civilize	civilise
civilized	civilised
civilizedness	civilisedness
civilizednesses	civilisednesses
civilizer	civiliser
civilizers	civilisers
civilizes	civilises
civilizing	civilising
cize	cise
clamor	clamour
clamored	clamoured
clamorer	clamourer
clamorers	clamourers
clamoring	clamouring
clamorist	clamourist
clamors	clamours
clamorsome	clamoursome
clangor	clangour
clangored	clangoured
clangoring	clangouring
clangors	clangours
clares	claroes
clarinetist	clarinettist
clarinetists	clarinettists
classicalize	classicalise
classicalizes	classicalises
classicization	classicisation
classicize	classicise
classicized	classicised
classicizes	classicises
classicizing	classicising
clausule	clausulae
clericalize	clericalise
clericalizes	clericalises
climatize	climatise
climatized	climatised
climatizes	climatises
climatizing	climatising
clower	clowre
coalize	coalise
coalized	coalised
coalizer	coaliser
coalizers	coalisers
coalizes	coalises
coalizing	coalising
cocainization	cocainisation
cocainizations	cocainisations
cocainize	cocainise
cocainized	cocainised
cocainizes	cocainises
cocainizing	cocainising
cocuiza	cocuisa
coeducationalize	coeducationalise
coeducationalizes	coeducationalises
coenamor	coenamour
coenamored	coenamoured
coenamoring	coenamouring
coenamorment	coenamourment
coenamors	coenamours
coequalize	coequalise
coequalizes	coequalises
cognizability	cognisability
cognizable	cognisable
cognizableness	cognisableness
cognizabler	cognisabler
cognizablest	cognisablest
cognizablier	cognisablier
cognizabliest	cognisabliest
cognizably	cognisably
cognizance	cognisance
cognizances	cognisances
cognizant	cognisant
cognizanter	cognisanter
cognizantest	cognisantest
cognize	cognise
cognized	cognised
cognizer	cogniser
cognizers	cognisers
cognizes	cognises
cognizing	cognising
collateralize	collateralise
collectible	collectable
collectibles	collectables
collectivization	collectivisation
collectivizations	collectivisations
collectivize	collectivise
collectivized	collectivised
collectivizes	collectivises
collectivizing	collectivising
colloquialize	colloquialise
colloquializes	colloquialises
colloquize	colloquise
colloquized	colloquised
colloquizes	colloquises
colloquizing	colloquising
colonialize	colonialise
colonialized	colonialised
colonializes	colonialises
colonializing	colonialising
colonizabilities	colonisabilities
colonizability	colonisability
colonizable	colonisable
colonizabler	colonisabler
colonizables	colonisables
colonizablest	colonisablest
colonization	colonisation
colonizationist	colonisationist
colonizationists	colonisationists
colonizations	colonisations
colonize	colonise
colonized	colonised
colonizer	coloniser
colonizers	colonisers
colonizes	colonises
colonizing	colonising
color	colour
colorabilities	colourabilities
colorability	colourability
colorable	colourable
colorableness	colourableness
colorablenesses	colourablenesses
colorabler	colourabler
colorables	colourables
colorablest	colourablest
colorablier	colourablier
colorablies	colourablies
colorabliest	colourabliest
colorably	colourably
coloradoite	colouradoite
colorama	colourama
colorant	colourant
colorants	colourants
colorate	colourate
coloration	colouration
colorational	colourational
colorationaler	colourationaler
colorationalest	colourationalest
colorationallier	colourationallier
colorationalliest	colourationalliest
colorationally	colourationally
colorations	colourations
colorative	colourative
colorbearer	colourbearer
colorblind	colourblind
colorblindness	colourblindness
colorblindnesses	colourblindnesses
colorbred	colourbred
colorbreed	colourbreed
colorbreeding	colourbreeding
colorbreeds	colourbreeds
colorcast	colourcast
colorcasted	colourcasted
colorcaster	colourcaster
colorcasters	colourcasters
colorcasting	colourcasting
colorcasts	colourcasts
colorectal	colourectal
colorectitis	colourectitis
colorectostomy	colourectostomy
colored	coloured
coloreds	coloureds
colorer	colourer
colorers	colourers
colorfast	colourfast
colorfastness	colourfastness
colorfastnesses	colourfastnesses
colorful	colourful
colorfuler	colourfuler
colorfulest	colourfulest
colorfullier	colourfullier
colorfulliest	colourfulliest
colorfully	colourfully
colorfulness	colourfulness
colorfulnesses	colourfulnesses
colorific	colourific
colorifics	colourifics
colorimetrical	colourimetrical
colorimetrically	colourimetrically
colorimetrist	colourimetrist
coloring	colouring
colorings	colourings
colorism	colourism
colorisms	colourisms
colorist	colourist
coloristic	colouristic
coloristically	colouristically
coloristicer	colouristicer
coloristicest	colouristicest
coloristics	colouristics
colorists	colourists
colorization	colourisation
colorizations	colourisations
colorize	colourise
colorized	colourised
colorizes	colourises
colorizing	colourising
colorless	colourless
colorlesser	colourlesser
colorlessest	colourlessest
colorlesslier	colourlesslier
colorlessliest	colourlessliest
colorlessly	colourlessly
colorlessness	colourlessness
colorlessnesses	colourlessnesses
colormaker	colourmaker
colormaking	colourmaking
colorman	colourman
colormap	colourmap
colormaps	colourmaps
colormen	colourmen
coloroto	colouroto
colorpoint	colourpoint
colorpoints	colourpoints
colorrest	colourest
colorrhaphy	colourrhaphy
colors	colours
colortype	colourtype
colorway	colourway
colorways	colourways
colory	coloury
columnization	columnisation
columnizations	columnisations
columnize	columnise
columnized	columnised
columnizes	columnises
columnizing	columnising
comedia	comoedia
commercialization	commercialisation
commercializations	commercialisations
commercialize	commercialise
commercialized	commercialised
commercializes	commercialises
commercializing	commercialising
commonize	commonise
commonizes	commonises
communalization	communalisation
communalizations	communalisations
communalize	communalise
communalized	communalised
communalizer	communaliser
communalizers	communalisers
communalizes	communalises
communalizing	communalising
communization	communisation
communizations	communisations
communize	communise
communized	communised
communizes	communises
communizing	communising
companionize	companionise
companionizes	companionises
compartmentalization	compartmentalisation
compartmentalizations	compartmentalisations
compartmentalize	compartmentalise
compartmentalized	compartmentalised
compartmentalizes	compartmentalises
compartmentalizing	compartmentalising
compartmentize	compartmentise
compartmentizes	compartmentises
comper	compoer
complementizer	complementiser
comprehensivization	comprehensivisation
comprehensivizations	comprehensivisations
comprehensivize	comprehensivise
comprehensivized	comprehensivised
comprehensivizes	comprehensivises
comprehensivizing	comprehensivising
comprizable	comprisable
comprizal	comprisal
computerizable	computerisable
computerization	computerisation
computerizations	computerisations
computerize	computerise
computerized	computerised
computerizes	computerises
computerizing	computerising
concenter	concentre
concentered	concentred
concentering	concentring
concenters	concentres
conceptualization	conceptualisation
conceptualizations	conceptualisations
conceptualize	conceptualise
conceptualized	conceptualised
conceptualizer	conceptualiser
conceptualizes	conceptualises
conceptualizing	conceptualising
concertist	concretist
concertize	concertise
concertized	concertised
concertizer	concertiser
concertizers	concertisers
concertizes	concertises
concertizing	concertising
conche	conchae
